Order_ID,Order_Date,City,Category,Product,Quantity,Unit_Price,Discount_%,Revenue
ORD002374,2026-01-29,Chennai,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002375,2025-03-18,Hyderabad,Electronics,Sony WH-1000XM5,2,29999,10,53998.2
ORD002376,2025-09-29,Bengaluru,Home,IKEA Study Table,2,12999,0,25998.0
ORD002377,2025-02-14,Kolkata,Electronics,Sony WH-1000XM5,3,29999,15,76497.45
ORD002378,2025-04-27,Pune,Electronics,Sony WH-1000XM5,2,29999,5,56998.1
ORD002379,2025-04-03,Pune,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002380,2025-12-24,Pune,Electronics,OnePlus 12,1,64999,0,64999.0
ORD002381,2024-12-06,Bengaluru,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD002382,2025-01-03,Chennai,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD002383,2025-03-03,Chennai,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002384,2025-09-02,Ahmedabad,Home,Philips Air Fryer,1,8999,15,7649.15
ORD002385,2025-08-06,Chennai,Fashion,Nike Air Max,1,6999,10,6299.1
ORD002386,2025-03-16,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002387,2025-03-06,Bengaluru,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD002388,2024-07-06,Ahmedabad,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD002389,2024-06-21,Pune,Electronics,Samsung Galaxy S24,2,74999,5,142498.1
ORD002390,2025-01-04,Hyderabad,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002391,2025-10-17,Hyderabad,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002392,2026-02-22,Ahmedabad,Electronics,Sony WH-1000XM5,3,29999,15,76497.45
ORD002393,2024-12-04,Kolkata,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002394,2026-04-23,Chennai,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD002395,2025-01-30,Mumbai,Fashion,Levi's Jeans,2,2499,10,4498.2
ORD002396,2025-05-24,Hyderabad,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002397,2025-10-07,Bengaluru,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002398,2025-11-21,Bengaluru,Electronics,OnePlus 12,1,64999,15,55249.15
ORD002399,2024-10-24,Chennai,Electronics,Apple iPhone 15,2,79999,15,135998.3
ORD002400,2025-07-24,Pune,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002401,2024-10-19,Chennai,Electronics,OnePlus 12,2,64999,0,129998.0
ORD002402,2024-09-20,Delhi,Home,IKEA Study Table,1,12999,15,11049.15
ORD002403,2025-09-29,Hyderabad,Home,IKEA Study Table,1,12999,0,12999.0
ORD002404,2026-03-03,Bengaluru,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD002405,2026-01-07,Kolkata,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002406,2026-01-15,Kolkata,Home,IKEA Study Table,2,12999,10,23398.2
ORD002407,2025-08-21,Chennai,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002408,2026-03-29,Pune,Fashion,Levi's Jeans,2,2499,15,4248.3
ORD002409,2026-01-02,Bengaluru,Fashion,Levi's Jeans,2,2499,0,4998.0
ORD002410,2026-03-22,Chennai,Home,Philips Air Fryer,3,8999,5,25647.15
ORD002411,2026-02-06,Chennai,Home,IKEA Study Table,1,12999,15,11049.15
ORD002412,2024-10-07,Ahmedabad,Electronics,Sony WH-1000XM5,2,29999,5,56998.1
ORD002413,2025-07-29,Bengaluru,Electronics,Samsung Galaxy S24,4,74999,15,254996.6
ORD002414,2026-01-09,Chennai,Fashion,Levi's Jeans,3,2499,10,6747.3
ORD002415,2026-04-08,Hyderabad,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002416,2025-10-21,Pune,Electronics,Sony WH-1000XM5,1,29999,10,26999.1
ORD002417,2026-05-14,Hyderabad,Home,Philips Air Fryer,2,8999,10,16198.2
ORD002418,2024-06-20,Bengaluru,Electronics,Samsung Galaxy S24,4,74999,15,254996.6
ORD002419,2026-04-12,Bengaluru,Home,IKEA Study Table,2,12999,10,23398.2
ORD002420,2024-07-10,Hyderabad,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002421,2024-10-13,Hyderabad,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD002422,2026-02-01,Mumbai,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002423,2025-07-29,Mumbai,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002424,2025-12-09,Bengaluru,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002425,2025-06-08,Delhi,Electronics,Samsung Galaxy S24,2,74999,5,142498.1
ORD002426,2026-05-22,Hyderabad,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002427,2024-08-03,Delhi,Electronics,Sony WH-1000XM5,1,29999,10,26999.1
ORD002428,2024-07-11,Hyderabad,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002429,2026-06-04,Ahmedabad,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002430,2025-01-12,Delhi,Fashion,Nike Air Max,2,6999,5,13298.1
ORD002431,2025-07-05,Hyderabad,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002432,2025-03-20,Bengaluru,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD002433,2025-01-28,Pune,Home,Philips Air Fryer,2,8999,15,15298.3
ORD002434,2026-05-26,Chennai,Electronics,OnePlus 12,1,64999,10,58499.1
ORD002435,2024-12-16,Ahmedabad,Home,IKEA Study Table,1,12999,15,11049.15
ORD002436,2025-07-07,Ahmedabad,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002437,2026-02-26,Delhi,Electronics,Samsung Galaxy S24,2,74999,10,134998.2
ORD002438,2026-03-21,Mumbai,Fashion,Nike Air Max,1,6999,10,6299.1
ORD002439,2025-01-13,Kolkata,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002440,2025-03-22,Mumbai,Home,IKEA Study Table,2,12999,0,25998.0
ORD002441,2025-02-23,Chennai,Fashion,Levi's Jeans,2,2499,0,4998.0
ORD002442,2026-05-20,Chennai,Electronics,Samsung Galaxy S24,2,74999,15,127498.3
ORD002443,2026-03-04,Delhi,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002444,2025-04-22,Bengaluru,Electronics,OnePlus 12,1,64999,15,55249.15
ORD002445,2025-01-30,Hyderabad,Electronics,Sony WH-1000XM5,3,29999,5,85497.15
ORD002446,2026-01-06,Kolkata,Fashion,Levi's Jeans,2,2499,0,4998.0
ORD002447,2024-07-19,Bengaluru,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002448,2024-12-14,Delhi,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD002449,2025-05-15,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002450,2026-04-28,Ahmedabad,Electronics,Apple iPhone 15,3,79999,10,215997.3
ORD002451,2024-08-10,Hyderabad,Home,IKEA Study Table,4,12999,5,49396.2
ORD002452,2026-05-30,Ahmedabad,Home,IKEA Study Table,3,12999,0,38997.0
ORD002453,2024-09-16,Bengaluru,Electronics,OnePlus 12,2,64999,5,123498.1
ORD002454,2025-09-25,Kolkata,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD002455,2025-07-02,Kolkata,Home,IKEA Study Table,1,12999,0,12999.0
ORD002456,2025-01-01,Ahmedabad,Fashion,Nike Air Max,2,6999,15,11898.3
ORD002457,2025-09-17,Bengaluru,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002458,2026-03-24,Ahmedabad,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002459,2024-10-24,Kolkata,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002460,2026-01-04,Bengaluru,Electronics,Apple iPhone 15,3,79999,10,215997.3
ORD002461,2026-03-22,Hyderabad,Home,IKEA Study Table,3,12999,15,33147.45
ORD002462,2025-10-04,Delhi,Electronics,Apple iPhone 15,4,79999,10,287996.4
ORD002463,2025-01-22,Pune,Fashion,Nike Air Max,3,6999,15,17847.45
ORD002464,2026-02-25,Chennai,Electronics,OnePlus 12,2,64999,10,116998.2
ORD002465,2026-01-16,Hyderabad,Home,IKEA Study Table,2,12999,5,24698.1
ORD002466,2024-08-13,Kolkata,Fashion,Levi's Jeans,3,2499,0,7497.0
ORD002467,2025-01-28,Hyderabad,Home,Philips Air Fryer,4,8999,5,34196.2
ORD002468,2026-04-06,Ahmedabad,Electronics,OnePlus 12,2,64999,10,116998.2
ORD002469,2024-09-29,Delhi,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD002470,2024-08-02,Kolkata,Electronics,Samsung Galaxy S24,2,74999,15,127498.3
ORD002471,2025-04-05,Pune,Fashion,Nike Air Max,2,6999,5,13298.1
ORD002472,2025-04-21,Ahmedabad,Electronics,OnePlus 12,2,64999,15,110498.3
ORD002473,2025-06-28,Pune,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002474,2026-01-08,Kolkata,Electronics,Apple iPhone 15,2,79999,0,159998.0
ORD002475,2024-12-13,Bengaluru,Fashion,Nike Air Max,2,6999,0,13998.0
ORD002476,2025-09-26,Ahmedabad,Fashion,Nike Air Max,1,6999,15,5949.15
ORD002477,2025-05-30,Delhi,Electronics,OnePlus 12,4,64999,5,246996.2
ORD002478,2026-04-11,Delhi,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002479,2024-08-07,Delhi,Electronics,Sony WH-1000XM5,2,29999,15,50998.3
ORD002480,2025-09-12,Delhi,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD002481,2025-04-13,Chennai,Electronics,Apple iPhone 15,2,79999,0,159998.0
ORD002482,2026-05-20,Chennai,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002483,2025-12-25,Delhi,Electronics,OnePlus 12,2,64999,15,110498.3
ORD002484,2026-04-17,Chennai,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD002485,2024-11-15,Pune,Fashion,Nike Air Max,2,6999,5,13298.1
ORD002486,2026-02-01,Pune,Home,IKEA Study Table,1,12999,15,11049.15
ORD002487,2025-02-02,Pune,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002488,2025-10-13,Chennai,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD002489,2026-03-05,Hyderabad,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002490,2025-03-19,Bengaluru,Home,Philips Air Fryer,2,8999,0,17998.0
ORD002491,2024-10-21,Hyderabad,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002492,2025-06-06,Kolkata,Home,Philips Air Fryer,2,8999,0,17998.0
ORD002493,2026-01-13,Chennai,Fashion,Levi's Jeans,2,2499,0,4998.0
ORD002494,2025-12-16,Mumbai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002495,2024-07-17,Mumbai,Electronics,OnePlus 12,1,64999,10,58499.1
ORD002496,2024-08-23,Chennai,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002497,2024-10-07,Kolkata,Electronics,Samsung Galaxy S24,3,74999,0,224997.0
ORD002498,2024-12-02,Pune,Electronics,OnePlus 12,1,64999,0,64999.0
ORD002499,2024-09-08,Chennai,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD002500,2026-01-12,Mumbai,Home,Philips Air Fryer,1,8999,5,8549.05
ORD002501,2025-06-26,Ahmedabad,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD002502,2024-09-28,Ahmedabad,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002503,2025-09-14,Ahmedabad,Home,Philips Air Fryer,2,8999,15,15298.3
ORD002504,2025-08-05,Chennai,Electronics,OnePlus 12,1,64999,0,64999.0
ORD002505,2026-01-02,Mumbai,Fashion,Nike Air Max,1,6999,15,5949.15
ORD002506,2024-12-21,Delhi,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002507,2025-06-13,Mumbai,Home,Philips Air Fryer,2,8999,0,17998.0
ORD002508,2025-06-08,Mumbai,Electronics,Sony WH-1000XM5,2,29999,0,59998.0
ORD002509,2025-05-25,Mumbai,Electronics,OnePlus 12,1,64999,10,58499.1
ORD002510,2026-04-14,Hyderabad,Fashion,Nike Air Max,1,6999,5,6649.05
ORD002511,2025-04-21,Pune,Electronics,OnePlus 12,2,64999,15,110498.3
ORD002512,2024-06-30,Kolkata,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD002513,2025-05-06,Kolkata,Fashion,Nike Air Max,3,6999,5,19947.15
ORD002514,2025-05-15,Delhi,Fashion,Levi's Jeans,3,2499,10,6747.3
ORD002515,2025-10-17,Mumbai,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002516,2026-03-01,Hyderabad,Fashion,Nike Air Max,3,6999,15,17847.45
ORD002517,2025-11-16,Delhi,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD002518,2024-08-02,Pune,Fashion,Levi's Jeans,2,2499,5,4748.1
ORD002519,2026-01-17,Mumbai,Fashion,Nike Air Max,2,6999,5,13298.1
ORD002520,2026-03-23,Pune,Electronics,Sony WH-1000XM5,2,29999,15,50998.3
ORD002521,2024-07-14,Hyderabad,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002522,2026-05-27,Pune,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002523,2025-03-27,Kolkata,Electronics,Apple iPhone 15,1,79999,15,67999.15
ORD002524,2024-06-08,Kolkata,Electronics,Apple iPhone 15,3,79999,15,203997.45
ORD002525,2025-02-25,Bengaluru,Electronics,Apple iPhone 15,1,79999,15,67999.15
ORD002526,2025-08-09,Mumbai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002527,2024-06-21,Hyderabad,Fashion,Nike Air Max,3,6999,10,18897.3
ORD002528,2025-03-22,Ahmedabad,Electronics,Sony WH-1000XM5,2,29999,10,53998.2
ORD002529,2025-10-17,Pune,Home,Philips Air Fryer,2,8999,0,17998.0
ORD002530,2025-04-29,Kolkata,Home,Philips Air Fryer,4,8999,10,32396.4
ORD002531,2026-04-27,Bengaluru,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002532,2025-03-13,Bengaluru,Home,Philips Air Fryer,1,8999,5,8549.05
ORD002533,2025-12-27,Pune,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002534,2024-07-03,Chennai,Electronics,Sony WH-1000XM5,2,29999,10,53998.2
ORD002535,2025-07-09,Chennai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002536,2026-02-14,Pune,Fashion,Levi's Jeans,2,2499,0,4998.0
ORD002537,2026-01-29,Hyderabad,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002538,2025-09-25,Kolkata,Electronics,OnePlus 12,1,64999,0,64999.0
ORD002539,2024-11-15,Kolkata,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002540,2025-06-20,Hyderabad,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002541,2025-12-02,Bengaluru,Fashion,Nike Air Max,4,6999,15,23796.6
ORD002542,2025-07-05,Hyderabad,Fashion,Levi's Jeans,2,2499,10,4498.2
ORD002543,2025-03-06,Bengaluru,Home,IKEA Study Table,1,12999,5,12349.05
ORD002544,2025-06-05,Bengaluru,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002545,2025-06-11,Delhi,Home,IKEA Study Table,1,12999,0,12999.0
ORD002546,2024-12-16,Hyderabad,Electronics,Apple iPhone 15,4,79999,10,287996.4
ORD002547,2024-07-07,Mumbai,Electronics,Apple iPhone 15,2,79999,10,143998.2
ORD002548,2025-08-21,Kolkata,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002549,2026-05-22,Delhi,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD002550,2024-06-20,Pune,Fashion,Nike Air Max,1,6999,15,5949.15
ORD002551,2025-10-19,Mumbai,Home,Philips Air Fryer,3,8999,5,25647.15
ORD002552,2025-02-01,Chennai,Fashion,Nike Air Max,2,6999,10,12598.2
ORD002553,2026-04-24,Kolkata,Home,Philips Air Fryer,3,8999,10,24297.3
ORD002554,2024-11-23,Chennai,Fashion,Levi's Jeans,2,2499,5,4748.1
ORD002555,2025-09-03,Mumbai,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD002556,2025-05-06,Chennai,Electronics,Samsung Galaxy S24,2,74999,10,134998.2
ORD002557,2025-04-23,Bengaluru,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002558,2025-08-21,Pune,Home,Philips Air Fryer,2,8999,0,17998.0
ORD002559,2024-07-12,Pune,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD002560,2026-03-07,Chennai,Electronics,Apple iPhone 15,2,79999,15,135998.3
ORD002561,2024-07-06,Delhi,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002562,2025-05-08,Delhi,Fashion,Nike Air Max,1,6999,10,6299.1
ORD002563,2025-03-12,Delhi,Home,IKEA Study Table,1,12999,0,12999.0
ORD002564,2024-09-06,Chennai,Home,IKEA Study Table,2,12999,15,22098.3
ORD002565,2025-10-19,Chennai,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD002566,2024-06-28,Ahmedabad,Home,IKEA Study Table,2,12999,15,22098.3
ORD002567,2025-12-11,Delhi,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD002568,2025-06-28,Hyderabad,Home,Philips Air Fryer,2,8999,5,17098.1
ORD002569,2025-10-12,Pune,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002570,2024-08-09,Kolkata,Home,Philips Air Fryer,1,8999,5,8549.05
ORD002571,2025-09-07,Mumbai,Electronics,Sony WH-1000XM5,3,29999,15,76497.45
ORD002572,2024-10-29,Kolkata,Electronics,OnePlus 12,1,64999,10,58499.1
ORD002573,2026-03-12,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD002574,2025-04-05,Bengaluru,Electronics,Apple iPhone 15,2,79999,0,159998.0
ORD002575,2025-02-14,Bengaluru,Home,Philips Air Fryer,3,8999,10,24297.3
ORD002576,2024-09-04,Hyderabad,Home,Philips Air Fryer,2,8999,5,17098.1
ORD002577,2025-02-10,Pune,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002578,2025-12-06,Kolkata,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002579,2025-05-24,Hyderabad,Home,Philips Air Fryer,2,8999,15,15298.3
ORD002580,2025-02-23,Pune,Home,IKEA Study Table,2,12999,5,24698.1
ORD002581,2025-08-22,Kolkata,Electronics,OnePlus 12,3,64999,10,175497.3
ORD002582,2025-11-18,Hyderabad,Home,Philips Air Fryer,1,8999,5,8549.05
ORD002583,2024-10-06,Chennai,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002584,2024-07-20,Hyderabad,Electronics,Apple iPhone 15,1,79999,15,67999.15
ORD002585,2025-04-12,Bengaluru,Fashion,Nike Air Max,1,6999,5,6649.05
ORD002586,2025-05-27,Ahmedabad,Electronics,Apple iPhone 15,2,79999,5,151998.1
ORD002587,2024-08-26,Pune,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD002588,2026-01-16,Hyderabad,Fashion,Nike Air Max,1,6999,0,6999.0
ORD002589,2024-06-22,Bengaluru,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002590,2024-06-13,Pune,Fashion,Levi's Jeans,3,2499,10,6747.3
ORD002591,2025-12-15,Pune,Electronics,Sony WH-1000XM5,2,29999,5,56998.1
ORD002592,2025-09-15,Mumbai,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD002593,2024-11-17,Mumbai,Electronics,Apple iPhone 15,4,79999,5,303996.2
ORD002594,2024-07-09,Chennai,Home,IKEA Study Table,2,12999,0,25998.0
ORD002595,2025-03-14,Kolkata,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD002596,2026-01-24,Pune,Electronics,OnePlus 12,2,64999,10,116998.2
ORD002597,2026-02-08,Kolkata,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002598,2025-08-23,Hyderabad,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002599,2025-12-19,Delhi,Electronics,Samsung Galaxy S24,4,74999,0,299996.0
ORD002600,2024-11-19,Hyderabad,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002601,2025-08-25,Chennai,Home,IKEA Study Table,2,12999,0,25998.0
ORD002602,2025-12-01,Delhi,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002603,2024-12-17,Delhi,Electronics,Apple iPhone 15,3,79999,0,239997.0
ORD002604,2026-01-09,Delhi,Electronics,OnePlus 12,1,64999,5,61749.05
ORD002605,2025-04-08,Bengaluru,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD002606,2024-12-09,Pune,Home,IKEA Study Table,1,12999,5,12349.05
ORD002607,2026-02-27,Kolkata,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002608,2024-06-20,Ahmedabad,Electronics,Sony WH-1000XM5,2,29999,0,59998.0
ORD002609,2024-08-23,Chennai,Fashion,Levi's Jeans,2,2499,5,4748.1
ORD002610,2024-11-08,Hyderabad,Home,IKEA Study Table,1,12999,5,12349.05
ORD002611,2024-07-21,Kolkata,Electronics,Sony WH-1000XM5,3,29999,15,76497.45
ORD002612,2025-08-31,Hyderabad,Home,Philips Air Fryer,1,8999,15,7649.15
ORD002613,2026-04-09,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD002614,2025-12-23,Pune,Home,IKEA Study Table,1,12999,15,11049.15
ORD002615,2025-11-29,Pune,Electronics,OnePlus 12,1,64999,10,58499.1
ORD002616,2026-02-08,Kolkata,Fashion,Nike Air Max,2,6999,5,13298.1
ORD002617,2024-07-09,Mumbai,Home,IKEA Study Table,2,12999,5,24698.1
ORD002618,2025-09-26,Ahmedabad,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002619,2025-07-24,Hyderabad,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD002620,2025-02-25,Ahmedabad,Fashion,Nike Air Max,1,6999,15,5949.15
ORD002621,2025-03-09,Hyderabad,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002622,2025-11-30,Mumbai,Home,IKEA Study Table,2,12999,10,23398.2
ORD002623,2024-11-04,Bengaluru,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002624,2024-12-30,Chennai,Electronics,Sony WH-1000XM5,2,29999,0,59998.0
ORD002625,2026-03-24,Mumbai,Electronics,OnePlus 12,2,64999,0,129998.0
ORD002626,2025-04-10,Chennai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002627,2025-08-16,Chennai,Electronics,Samsung Galaxy S24,2,74999,5,142498.1
ORD002628,2024-07-29,Delhi,Electronics,Sony WH-1000XM5,4,29999,15,101996.6
ORD002629,2024-07-07,Chennai,Fashion,Levi's Jeans,2,2499,10,4498.2
ORD002630,2025-03-06,Mumbai,Home,Philips Air Fryer,1,8999,5,8549.05
ORD002631,2025-10-10,Ahmedabad,Electronics,Apple iPhone 15,2,79999,0,159998.0
ORD002632,2025-04-01,Hyderabad,Home,IKEA Study Table,1,12999,10,11699.1
ORD002633,2025-10-27,Mumbai,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD002634,2026-04-07,Ahmedabad,Fashion,Levi's Jeans,2,2499,15,4248.3
ORD002635,2025-10-31,Pune,Electronics,OnePlus 12,2,64999,10,116998.2
ORD002636,2024-11-10,Mumbai,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002637,2024-10-02,Pune,Electronics,Apple iPhone 15,2,79999,5,151998.1
ORD002638,2025-09-03,Chennai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002639,2024-12-26,Hyderabad,Home,Philips Air Fryer,1,8999,0,8999.0
ORD002640,2024-06-12,Hyderabad,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002641,2025-01-17,Pune,Home,IKEA Study Table,1,12999,15,11049.15
ORD002642,2025-04-21,Kolkata,Electronics,Sony WH-1000XM5,4,29999,10,107996.4
ORD002643,2025-07-10,Ahmedabad,Fashion,Levi's Jeans,3,2499,5,7122.15
ORD002644,2026-03-08,Chennai,Electronics,Apple iPhone 15,4,79999,15,271996.6
ORD002645,2025-12-12,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD002646,2024-09-09,Pune,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD002647,2025-12-17,Pune,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD002648,2024-06-14,Delhi,Electronics,OnePlus 12,1,64999,15,55249.15
ORD002649,2025-02-24,Delhi,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD002650,2026-01-14,Ahmedabad,Electronics,Apple iPhone 15,2,79999,10,143998.2
ORD002651,2024-11-04,Mumbai,Fashion,Levi's Jeans,2,2499,5,4748.1
ORD002652,2024-09-15,Mumbai,Fashion,Nike Air Max,2,6999,15,11898.3
ORD002653,2024-10-27,Kolkata,Fashion,Levi's Jeans,2,2499,15,4248.3
ORD002654,2025-01-27,Chennai,Fashion,Nike Air Max,4,6999,5,26596.2
ORD002655,2024-08-31,Pune,Home,IKEA Study Table,2,12999,0,25998.0
ORD002656,2026-03-28,Bengaluru,Home,Philips Air Fryer,2,8999,15,15298.3
ORD002657,2025-08-05,Bengaluru,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD002658,2026-02-08,Mumbai,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002659,2025-02-14,Bengaluru,Home,Philips Air Fryer,1,8999,15,7649.15
ORD002660,2025-12-31,Pune,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002661,2025-01-30,Chennai,Home,Philips Air Fryer,4,8999,10,32396.4
ORD002662,2025-10-14,Bengaluru,Fashion,Nike Air Max,1,6999,5,6649.05
ORD002663,2024-09-08,Chennai,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002664,2026-02-07,Chennai,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD002665,2024-12-24,Mumbai,Electronics,OnePlus 12,1,64999,15,55249.15
ORD002666,2025-03-09,Kolkata,Fashion,Nike Air Max,1,6999,5,6649.05
ORD002667,2025-10-04,Hyderabad,Electronics,Samsung Galaxy S24,4,74999,0,299996.0
ORD002668,2026-05-29,Kolkata,Electronics,Sony WH-1000XM5,1,29999,0,29999.0
ORD002669,2025-08-27,Bengaluru,Fashion,Nike Air Max,1,6999,15,5949.15
ORD002670,2024-06-24,Chennai,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD002671,2025-09-20,Hyderabad,Electronics,Apple iPhone 15,3,79999,10,215997.3
ORD002672,2026-03-27,Chennai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002673,2025-01-22,Pune,Home,Philips Air Fryer,3,8999,5,25647.15
ORD002674,2024-08-30,Hyderabad,Electronics,OnePlus 12,1,64999,5,61749.05
ORD002675,2024-10-29,Bengaluru,Electronics,OnePlus 12,1,64999,0,64999.0
ORD002676,2025-11-20,Kolkata,Home,Philips Air Fryer,1,8999,10,8099.1
ORD002677,2025-10-18,Delhi,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD002678,2025-04-06,Bengaluru,Electronics,Samsung Galaxy S24,3,74999,5,213747.15
ORD002679,2025-04-16,Chennai,Electronics,OnePlus 12,1,64999,0,64999.0
ORD002680,2025-01-31,Bengaluru,Electronics,Samsung Galaxy S24,3,74999,0,224997.0
